title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,link2,street,nbrhood,district,city,vvdship,timestamp
Mieszkanie Ursynów 62 m2,870000,62.0,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-62-m2-ID4nt50,3,no data,no data,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-62-m2-ID4nt50,no info,Ursynów-Centrum, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie Ursynów 42 m2,785000,41.0,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-42-m2-ID4nt4Z,2,no data,no data,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-42-m2-ID4nt4Z,no info,Wyczółki, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
rezerwacja dwupokojowe z ogródkiem do wprowadzenia,780000,41.0,https://www.otodom.pl/pl/oferta/rezerwacja-dwupokojowe-z-ogrodkiem-do-wprowadzenia-ID4nm2K,2,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/rezerwacja-dwupokojowe-z-ogrodkiem-do-wprowadzenia-ID4nm2K,ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4 pokoje z ogródkiem Bemowo obok Metra,880000,64.0,https://www.otodom.pl/pl/oferta/4-pokoje-z-ogrodkiem-bemowo-obok-metra-ID4ntlw,4,pełna własność,do zamieszkania,"balkon, ogródek",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokoje-z-ogrodkiem-bemowo-obok-metra-ID4ntlw,ul. Lazurowa, Jelonki Północne, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Specious apartment | 3 bedrooms | 3m high,3700000,160.0,https://www.otodom.pl/pl/oferta/specious-apartment-3-bedrooms-3m-high-ID4ntlx,4,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/specious-apartment-3-bedrooms-3m-high-ID4ntlx,ul. Tawerny, Wyględów, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4-pokojowe na Bielanach,840000,69.0,https://www.otodom.pl/pl/oferta/4-pokojowe-na-bielanach-ID4mUlo,4,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/4-pokojowe-na-bielanach-ID4mUlo,ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie 35m2 + loggia,739977,35.07,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-loggia-ID4mTFS,2,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-loggia-ID4mTFS,ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Dwustronne 3 pok na Mokotowie, 51m2",649000,51.0,https://www.otodom.pl/pl/oferta/dwustronne-3-pok-na-mokotowie-51m2-ID4ntql,3,pełna własność,do remontu,no data,no data,https://www.otodom.pl/pl/oferta/dwustronne-3-pok-na-mokotowie-51m2-ID4ntql,no info,Wierzbno, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Marysin Wawerski, 3 pokoje, 0% prowizji, 0% Pcc",821394,65.19,https://www.otodom.pl/pl/oferta/marysin-wawerski-3-pokoje-0-prowizji-0-pcc-ID4nsX2,3,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/marysin-wawerski-3-pokoje-0-prowizji-0-pcc-ID4nsX2,ul. Goździków, Marysin Wawerski, Wawer, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Bielany, 2 pokoje przy metrze, do wprowadzenia",688000,36.22,https://www.otodom.pl/pl/oferta/bielany-2-pokoje-przy-metrze-do-wprowadzenia-ID4nsVX,2,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/bielany-2-pokoje-przy-metrze-do-wprowadzenia-ID4nsVX,ul. Leopolda Staffa, Słodowiec, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Wykończone mieszkanie w zielonej okolicy,750000,45.78,https://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-w-zielonej-okolicy-ID4nsVA,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-w-zielonej-okolicy-ID4nsVA,ul. gen. Stanisława Skalskiego, Gocław, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pokojowe Mieszkanie, Wilanów, 52,84 m2",1150000,53.0,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-52-84-m2-ID4nt4W,2,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-52-84-m2-ID4nt4W,no info,Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie Wola 37 m2,599000,37.0,https://www.otodom.pl/pl/oferta/mieszkanie-wola-37-m2-ID4nt4U,2,no data,no data,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-wola-37-m2-ID4nt4U,no info,Ulrychów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"3-pokojowe mieszkanie, Wilanów, 148 m2",904000,148.0,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-wilanow-148-m2-ID4nt4S,4,pełna własność,no data,no data,no data,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-wilanow-148-m2-ID4nt4S,no info,Powsinek, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Atrakcyjna kawalerka w centrum Warszawy,527700,24.7,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-centrum-warszawy-ID4ntkV,1,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-centrum-warszawy-ID4ntkV,ul. Pańska, Mirów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie, 51,34 m², Warszawa",670000,51.34,https://www.otodom.pl/pl/oferta/mieszkanie-51-34-m-warszawa-ID4ntkW,3,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-51-34-m-warszawa-ID4ntkW,ul. Puszczy Solskiej, Jelonki Południowe, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Rozkładowe, ciche, piękny widok, BEZPOŚREDNIO",745000,56.8,https://www.otodom.pl/pl/oferta/rozkladowe-ciche-piekny-widok-bezposrednio-ID4ntkN,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/rozkladowe-ciche-piekny-widok-bezposrednio-ID4ntkN,ul. Marii Dąbrowskiej, Chomiczówka, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mokotów 35 m 2 ul. Konstruktorska 5a,702000,35.0,https://www.otodom.pl/pl/oferta/mokotow-35-m-2-ul-konstruktorska-5a-ID4nbEA,1,pełna własność,do wykończenia,balkon,no data,https://www.otodom.pl/pl/oferta/mokotow-35-m-2-ul-konstruktorska-5a-ID4nbEA,no info,Wierzbno, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Warszawa Kabaty 48 m2 KW,810000,48.0,https://www.otodom.pl/pl/oferta/warszawa-kabaty-48-m2-kw-ID4ntp7,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/warszawa-kabaty-48-m2-kw-ID4ntp7,Kabaty, Kabaty, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
⭐Metro⭐Zieleń⭐Balkon⭐Nowe klatki⭐,749000,55.37,https://www.otodom.pl/pl/oferta/metrozielenbalkonnowe-klatki-ID4ntpA,3,pełna własność,no data,balkon,no data,https://www.otodom.pl/pl/oferta/metrozielenbalkonnowe-klatki-ID4ntpA,no info,Młynów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Widna kuchnia i ogród,680000,46.2,https://www.otodom.pl/pl/oferta/widna-kuchnia-i-ogrod-ID4nsVy,2,no data,do wykończenia,"ogródek, taras",no data,https://www.otodom.pl/pl/oferta/widna-kuchnia-i-ogrod-ID4nsVy,ul. Stokłosy, Ursynów Północny, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Inwestycyjne, ciche, metro, nieprzechodnie",580000,33.0,https://www.otodom.pl/pl/oferta/inwestycyjne-ciche-metro-nieprzechodnie-ID4nsVx,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/inwestycyjne-ciche-metro-nieprzechodnie-ID4nsVx,ul. Antoniego Edwarda Odyńca, Wierzbno, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pokojowe Mieszkanie, Wilanów, 42 m2",779000,42.0,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-42-m2-ID4nt4T,2,pełna własność,no data,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-42-m2-ID4nt4T,no info,Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pokojowe Mieszkanie, Wilanów, 66,89 m2",655522,66.0,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-66-89-m2-ID4nt4R,2,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-66-89-m2-ID4nt4R,no info,Powsinek, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 2 pokoje 38m2 Białołęka,520000,38.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-38m2-bialoleka-ID4nt4Q,2,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-38m2-bialoleka-ID4nt4Q,no info,Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Blisko Ronda Wiatraczna -Rozkładowe Z Loggią,635000,62.5,https://www.otodom.pl/pl/oferta/blisko-ronda-wiatraczna-rozkladowe-z-loggia-ID4ntkE,3,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/blisko-ronda-wiatraczna-rozkladowe-z-loggia-ID4ntkE,ul. Majdańska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 3 pokojowe z ogródkiem i garażem | B1,752000,72.41,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-ogrodkiem-i-garazem-b1-ID4mpy5,3,pełna własność,do wykończenia,"ogródek, balkon",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-ogrodkiem-i-garazem-b1-ID4mpy5,ul. Słowicza, Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Budynek w głębi osiedla, do wprowadzenia",1795000,82.39,https://www.otodom.pl/pl/oferta/budynek-w-glebi-osiedla-do-wprowadzenia-ID4lU4M,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/budynek-w-glebi-osiedla-do-wprowadzenia-ID4lU4M,al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Piękne, jasne z antresolą, ładne osiedle, Okęcie",900000,60.0,https://www.otodom.pl/pl/oferta/piekne-jasne-z-antresola-ladne-osiedle-okecie-ID4ntpo,3,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekne-jasne-z-antresola-ladne-osiedle-okecie-ID4ntpo,ul. Radarowa, Okęcie, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Stylowe 3 pokojowe Bemowo BEZPOŚREDNIO,1100000,62.04,https://www.otodom.pl/pl/oferta/stylowe-3-pokojowe-bemowo-bezposrednio-ID4ntpt,3,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/stylowe-3-pokojowe-bemowo-bezposrednio-ID4ntpt,ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"h=289 cm, deweloperskie z Kw",636346,40.84,https://www.otodom.pl/pl/oferta/h289-cm-deweloperskie-z-kw-ID4ncgU,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/h289-cm-deweloperskie-z-kw-ID4ncgU,al. Aleje Jerozolimskie, Stare Włochy, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"wys. 289 cm, gotowe, bez Pcc, z Kw",626096,39.18,https://www.otodom.pl/pl/oferta/wys-289-cm-gotowe-bez-pcc-z-kw-ID4ncWQ,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/wys-289-cm-gotowe-bez-pcc-z-kw-ID4ncWQ,al. Aleje Jerozolimskie, Stare Włochy, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kawalerka Tarchomin * Bezpieczny kredyt 2% * 2025,404700,27.07,https://www.otodom.pl/pl/oferta/kawalerka-tarchomin-bezpieczny-kredyt-2-2025-ID4nt4I,1,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/kawalerka-tarchomin-bezpieczny-kredyt-2-2025-ID4nt4I,no info,Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2-pokojowe Mieszkanie, Wilanów Rzeczypospolitej",849000,41.0,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-rzeczypospolitej-ID4nt4C,2,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wilanow-rzeczypospolitej-ID4nt4C,no info,Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 54m2 + balkon Bez Prowizji,Zapytaj o cenę,54.86,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4nt3O,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4nt3O,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie, 47,60 m², Warszawa",720000,47.6,https://www.otodom.pl/pl/oferta/mieszkanie-47-60-m-warszawa-ID4ntkg,3,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-47-60-m-warszawa-ID4ntkg,ul. Adolfa Pawińskiego, Rakowiec, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Piękny, dwupoziomowy apartament na Zawadach",1349000,75.0,https://www.otodom.pl/pl/oferta/piekny-dwupoziomowy-apartament-na-zawadach-ID4meVF,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekny-dwupoziomowy-apartament-na-zawadach-ID4meVF,no info,Powsinek, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Trzy pokoje w kamienicy koło Placu Bankowego.,1250000,76.05,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-kamienicy-kolo-placu-bankowego-ID4mus7,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-kamienicy-kolo-placu-bankowego-ID4mus7,"al. Aleja ""Solidarności""", Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Skorosze: 2 pokoje z garażem i komórką OD ZARAZ,639000,44.5,https://www.otodom.pl/pl/oferta/skorosze-2-pokoje-z-garazem-i-komorka-od-zaraz-ID4ntpr,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/skorosze-2-pokoje-z-garazem-i-komorka-od-zaraz-ID4ntpr,ul. Ryżowa, Skorosze, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Jasne mieszkanie na sprzedaż w Miasteczku Wilanów,1750000,91.17,https://www.otodom.pl/pl/oferta/jasne-mieszkaniena-sprzedaz-w-miasteczku-wilanow-ID4nmje,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/jasne-mieszkaniena-sprzedaz-w-miasteczku-wilanow-ID4nmje,ul. Krzysztofa Kieślowskiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kawalerka w doskonałym punkcie komunikacyjnym,475000,32.0,https://www.otodom.pl/pl/oferta/kawalerka-w-doskonalym-punkcie-komunikacyjnym-ID4nfFs,1,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/kawalerka-w-doskonalym-punkcie-komunikacyjnym-ID4nfFs,al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Trzy pokoje przy metrze w nowoczesnym stylu!,850000,60.2,https://www.otodom.pl/pl/oferta/trzy-pokoje-przy-metrze-w-nowoczesnym-stylu-ID4nq3M,3,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/trzy-pokoje-przy-metrze-w-nowoczesnym-stylu-ID4nq3M,ul. gen. Waleriana Czumy, Jelonki Północne, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
W sercu Woli! Wyposażona kawalerka! Vat 23%!,435990,24.22,https://www.otodom.pl/pl/oferta/w-sercu-woli-wyposazona-kawalerka-vat-23-ID4nb08,1,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/w-sercu-woli-wyposazona-kawalerka-vat-23-ID4nb08,ul. Wolska, Odolany, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 61m2 + ogródek Bezpośrednio,Zapytaj o cenę,61.79,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-ogrodek-bezposrednio-ID4nt3P,3,pełna własność,do wykończenia,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-ogrodek-bezposrednio-ID4nt3P,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 49m2 + ogródek,Zapytaj o cenę,49.39,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-49m2-ogrodek-ID4nt3N,3,pełna własność,do wykończenia,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-49m2-ogrodek-ID4nt3N,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 52m2 + 2 balkony,Zapytaj o cenę,52.9,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-52m2-2-balkony-ID4nt3M,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-52m2-2-balkony-ID4nt3M,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Skandynawski styl,833044,55.54,https://www.otodom.pl/pl/oferta/skandynawski-styl-ID4nolT,3,no data,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/skandynawski-styl-ID4nolT,no info,Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mokotów 2 pokoje w Osiedlu Ażurowych Okiennic,820000,41.16,https://www.otodom.pl/pl/oferta/mokotow-2-pokoje-w-osiedlu-azurowych-okiennic-ID4ntjp,2,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mokotow-2-pokoje-w-osiedlu-azurowych-okiennic-ID4ntjp,Stegny, Stegny, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mikroapartament 37 m2 na Szczęśliwicach,599000,37.63,https://www.otodom.pl/pl/oferta/mikroapartament-37-m2-na-szczesliwicach-ID4nm65,2,pełna własność,do wykończenia,ogródek,no data,https://www.otodom.pl/pl/oferta/mikroapartament-37-m2-na-szczesliwicach-ID4nm65,ul. Zadumana 1, Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sprzedam kawalerkę w doskonałej lokalizacji,525000,30.0,https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-w-doskonalej-lokalizacji-ID4ntpg,1,spółdzielcze wł. prawo do lokalu,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-w-doskonalej-lokalizacji-ID4ntpg,ul. Władysława Broniewskiego, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie Ursynów,940000,63.21,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-ID4mTtn,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-ursynow-ID4mTtn,ul. Pląsy, Grabów, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Galeria Północna/ ustawne 3 pokoje / Okazja,799000,62.0,https://www.otodom.pl/pl/oferta/galeria-polnocna-ustawne-3-pokoje-okazja-ID4naPQ,3,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/galeria-polnocna-ustawne-3-pokoje-okazja-ID4naPQ,ul. Pabla Picassa, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Doskonale skomunikowana kawalerka/Rondo Wiatraczna,630000,40.3,https://www.otodom.pl/pl/oferta/doskonale-skomunikowana-kawalerka-rondo-wiatraczna-ID4naPO,1,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/doskonale-skomunikowana-kawalerka-rondo-wiatraczna-ID4naPO,ul. Męcińska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Niezależne M2, oddzielna kuchnia | 3 min. do Metra",540000,31.9,https://www.otodom.pl/pl/oferta/niezalezne-m2-oddzielna-kuchnia-3-min-do-metra-ID4mTR9,2,spółdzielcze wł. prawo do lokalu,no data,no data,no data,https://www.otodom.pl/pl/oferta/niezalezne-m2-oddzielna-kuchnia-3-min-do-metra-ID4mTR9,ul. Sienna, Mirów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4-pokojowe mieszkanie 69m2 + balkon Bez Prowizji,Zapytaj o cenę,69.72,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-bez-prowizji-ID4nt3L,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-bez-prowizji-ID4nt3L,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 53m2 + 2 balkony,Zapytaj o cenę,53.72,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-2-balkony-ID4nt3K,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-2-balkony-ID4nt3K,ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 58m2 + balkon + garaż,855000,58.05,https://www.otodom.pl/pl/oferta/mieszkanie-58m2-balkon-garaz-ID4mUeG,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-58m2-balkon-garaz-ID4mUeG,ul. Samarytanka 1, Zacisze, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Mieszkanie, 94 m², Warszawa",1128000,94.0,https://www.otodom.pl/pl/oferta/mieszkanie-94-m-warszawa-ID4ntjg,3,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-94-m-warszawa-ID4ntjg,ul. Arkadowa, Stary Służew, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Apartament w Wilanowie z Pięknym Tarasem,2998000,179.0,https://www.otodom.pl/pl/oferta/apartament-w-wilanowie-z-pieknym-tarasem-ID4l5nv,4,pełna własność,do zamieszkania,"taras, balkon",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/apartament-w-wilanowie-z-pieknym-tarasem-ID4l5nv,ul. Urodzajna, Wilanów Niski, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nowe | Pełne wykończenie | Wysoki standard | Klima,1875000,82.65,https://www.otodom.pl/pl/oferta/nowe-pelne-wykonczenie-wysoki-standard-klima-ID4kOMH,3,no data,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/nowe-pelne-wykonczenie-wysoki-standard-klima-ID4kOMH,ul. Nałęczowska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Seg. środkowy+strych+działka+ taras+ balkon+garaż,950000,144.7,https://www.otodom.pl/pl/oferta/seg-srodkowy-strych-dzialka-taras-balkon-garaz-ID4mpgP,5,no data,no data,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/seg-srodkowy-strych-dzialka-taras-balkon-garaz-ID4mpgP,ul. Natalii Gąsiorowskiej, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
